X,Y,Z
0.2541023,1.251371,-0.01665727
0.2526729,1.250369,-0.01577039
0.2501856,1.249899,-0.01441417
0.2495567,1.249859,-0.0127478
0.2496144,1.248748,-0.01120703
0.2516504,1.249711,-0.01021836
0.2516764,1.253909,-0.01095275
0.2491311,1.259269,-0.01262252
0.2452012,1.269577,-0.01676312
0.2404748,1.282136,-0.02083528
0.2357649,1.293337,-0.02333083
0.2322475,1.306108,-0.02472109
0.2297037,1.31444,-0.02608351
0.225663,1.328521,-0.02679189
0.2220493,1.340045,-0.0273946
0.2175905,1.351665,-0.02700499
0.2131889,1.359544,-0.02723438
0.2058046,1.369559,-0.02742678
0.1991265,1.379292,-0.02569373
0.1926873,1.388268,-0.025297
0.1850809,1.398063,-0.02701781
0.1812776,1.404467,-0.02865003
0.174755,1.414953,-0.02954517
0.1684518,1.424376,-0.03052708
0.1626179,1.436907,-0.03151732
0.1602348,1.446131,-0.03245962
0.156331,1.456162,-0.03456967
0.1503364,1.467929,-0.03612242
0.1448491,1.480194,-0.0373069
0.139528,1.491614,-0.03853178
0.1361477,1.497487,-0.03868134
0.1299438,1.507679,-0.03781337
0.1249546,1.517177,-0.03727135
0.1196662,1.526061,-0.03739854
0.115013,1.530264,-0.03820873
0.1100551,1.540735,-0.03828496
0.1065349,1.553693,-0.0383124
0.1031859,1.564812,-0.03948535
0.09878122,1.57688,-0.03995129
0.0948451,1.584403,-0.04087504
0.08927698,1.594792,-0.04246322
0.08475909,1.604372,-0.04283095
0.0801039,1.61409,-0.04309134
0.07448662,1.624342,-0.04243326
0.07102773,1.629625,-0.04140024
0.06487107,1.637695,-0.04050041
0.06037118,1.647084,-0.03932299
0.05577034,1.656997,-0.03748826
0.05323366,1.663333,-0.03582763
0.05041735,1.673238,-0.0350824
0.04831759,1.685872,-0.035464
0.0438446,1.697089,-0.03859252
0.0398091,1.707438,-0.04119623
0.03628416,1.71284,-0.04096644
0.03138722,1.721276,-0.04132301
0.02632273,1.728542,-0.04081912
0.01965816,1.733322,-0.04013951
0.0167836,1.737322,-0.03985225
0.0154512,1.742551,-0.03734777
0.01502855,1.746951,-0.03326464
0.01539903,1.750498,-0.02847515
0.01463559,1.75153,-0.02314454
0.01264224,1.750769,-0.01989964
0.01023106,1.749784,-0.01659339
0.007065133,1.747756,-0.01394085
0.002434862,1.743547,-0.01233279
-0.0008265479,1.740651,-0.01353899
-0.005207528,1.735911,-0.01541837
-0.01015896,1.728331,-0.01769767
-0.01424493,1.720192,-0.02033321
-0.01829967,1.709879,-0.02258747
-0.02071754,1.700848,-0.02348473
-0.02496976,1.686723,-0.02520814
-0.03137662,1.67466,-0.02887569
-0.03768643,1.663299,-0.0299021
-0.04151936,1.654355,-0.0284064
-0.04672314,1.639623,-0.02569346
-0.05399198,1.628926,-0.02414194
-0.06393757,1.617931,-0.0235056
-0.07283101,1.606507,-0.02255378
-0.07803555,1.600958,-0.02241353
-0.08693379,1.587696,-0.02111686
-0.09441897,1.57428,-0.01914979
-0.1002462,1.557335,-0.016529
-0.1045216,1.54727,-0.01618605
-0.1118238,1.52947,-0.01595024
-0.1179226,1.513241,-0.01449966
-0.122735,1.497335,-0.01280207
-0.1266788,1.488457,-0.01167435
-0.1331977,1.475824,-0.009263683
-0.1401502,1.464481,-0.00781985
-0.1469934,1.452799,-0.009409469
-0.1554408,1.440461,-0.0111869
-0.1604852,1.430408,-0.01276189
-0.1683127,1.416464,-0.01412411
-0.1744372,1.404323,-0.01460475
-0.1811127,1.388708,-0.01631941
-0.1867253,1.3773,-0.01729893
-0.1943031,1.361598,-0.01861114
-0.2010409,1.346726,-0.01799231
-0.2090219,1.331096,-0.01912664
-0.2183616,1.317361,-0.02009679
-0.2234441,1.309864,-0.02005723
-0.2299712,1.297726,-0.01925351
-0.2369891,1.281402,-0.0208092
-0.2456311,1.267908,-0.02127602
-0.2489761,1.257041,-0.01864558
-0.2487626,1.239881,-0.01626543
-0.2483309,1.227307,-0.01195218
-0.2470825,1.22325,-0.006838534
-0.2419579,1.229679,-0.004286814
-0.2365585,1.233993,-0.005289491
-0.223063,1.241107,-0.00860801
-0.2090477,1.247065,-0.01149767
-0.1925783,1.251161,-0.01383893
-0.1800002,1.253665,-0.01407736
-0.1593617,1.257991,-0.01451739
-0.1392577,1.260704,-0.01664006
-0.1167763,1.266017,-0.01526524
-0.09159054,1.268274,-0.01607395
-0.07660346,1.269326,-0.01772504
-0.05086783,1.267968,-0.02293454
-0.02647938,1.270941,-0.02727589
-0.001036897,1.268985,-0.03024103
0.01444911,1.266279,-0.03214259
0.03902283,1.263347,-0.03404921
0.06419966,1.262888,-0.03501917
0.0893505,1.263138,-0.03869087
0.1125514,1.26509,-0.04180908
0.1251394,1.266125,-0.04288329
0.1461871,1.267535,-0.0437991
0.1657303,1.268685,-0.04444528
0.1849082,1.268754,-0.04444294
0.2027549,1.267636,-0.04319486
0.2116574,1.266165,-0.04248222
0.2253854,1.260434,-0.03928681
0.2375671,1.255862,-0.03566565
0.2496096,1.249325,-0.03271575
0.2565045,1.245402,-0.03108617
0.2635553,1.241144,-0.02754441
0.2686386,1.237551,-0.02516715
0.2736488,1.237368,-0.02312995
0.2731111,1.235772,-0.02342309
0.2699549,1.235526,-0.02163896
0.2670087,1.233526,-0.021543
0.2626259,1.233472,-0.02127085
0.2558071,1.23312,-0.02209056
0.2516564,1.235353,-0.02278839
0.2482683,1.240713,-0.02348416
0.2472941,1.248002,-0.02027644
0.2485886,1.253668,-0.01637376
