X,Y,Z
0.2489453,1.495156,-0.006090462
0.2494886,1.494958,-0.001388103
0.2522387,1.498257,-0.001975358
0.2543128,1.500839,-0.001074344
0.2532669,1.501775,0.001317233
0.2527858,1.50333,0.002653688
0.2518021,1.508234,0.001009941
0.2506303,1.513739,-0.0005527139
0.2492482,1.518458,-0.001738816
0.2479225,1.524874,-0.002863169
0.2472202,1.530157,-0.001930356
0.2464721,1.535235,-0.0006965697
0.2441479,1.539897,-0.0005467236
0.2423822,1.544397,0.0001302361
0.2417689,1.548554,0.0005648732
0.2407733,1.552647,0.0009774566
0.2395862,1.556357,0.001343131
0.238708,1.560466,0.00150308
0.2381735,1.564621,0.002085358
0.2364191,1.568608,0.002229631
0.2338938,1.574237,0.002678305
0.2322095,1.579929,0.003661722
0.2300199,1.58495,0.004340053
0.2280232,1.588769,0.004998267
0.2261747,1.594012,0.006207854
0.2243649,1.598543,0.007538795
0.2220645,1.603362,0.008509129
0.2200587,1.608669,0.009028018
0.2177474,1.614218,0.008835375
0.2143061,1.619576,0.008914679
0.2114288,1.624624,0.008318901
0.208029,1.630903,0.008249044
0.2060041,1.636864,0.007507443
0.204597,1.64182,0.007323205
0.2019251,1.647027,0.006414831
0.1983111,1.650689,0.006536633
0.1950703,1.653245,0.00694111
0.1919873,1.657159,0.006953686
0.1884961,1.660949,0.005610943
0.184776,1.665725,0.004144937
0.1809643,1.669707,0.003814518
0.1774929,1.674085,0.003251076
0.1743457,1.678324,0.001962781
0.1701511,1.681612,0.001486808
0.1664615,1.684215,0.0009759665
0.1631172,1.687839,0.001086026
0.1584834,1.69045,0.003724724
0.1343129,1.708784,0.003006428
0.1323031,1.70994,0.00279519
0.1303002,1.710799,0.002175122
0.1291441,1.711341,0.001383215
0.1287197,1.712696,0.0007717311
0.1285721,1.715066,0.0007660091
0.1269462,1.717283,0.0004079342
0.1235073,1.719791,0.0001820326
0.1189942,1.72168,-0.001089573
0.1131575,1.724586,-0.003565341
0.1070174,1.726903,-0.004748791
0.100474,1.730067,-0.005951196
0.09268965,1.732833,-0.00757429
0.08363682,1.737719,-0.01037061
