X,Y,Z
0.248759,1.498831,-0.00639075
0.2500453,1.498369,-0.004815459
0.2512044,1.499806,-0.004060805
0.2500547,1.502363,-0.002906442
0.2496051,1.504257,-0.001373172
0.2495325,1.505731,-0.0009008944
0.2493633,1.510603,-0.001285046
0.2485373,1.515837,-0.002299726
0.2486626,1.521986,-0.003416181
0.2476911,1.528401,-0.005733669
0.2459741,1.537264,-0.008416593
0.2440824,1.544971,-0.01052314
0.2414398,1.554052,-0.01219279
0.2384679,1.563709,-0.01501879
0.2370368,1.57132,-0.01656097
0.2351915,1.578778,-0.01838562
0.2335915,1.586091,-0.0185442
0.230923,1.592819,-0.016855
0.2281854,1.598139,-0.01462233
0.2241207,1.603637,-0.01198551
0.2199857,1.609533,-0.01073116
0.2160336,1.615174,-0.009530991
0.2110131,1.622795,-0.009302616
0.2061189,1.63093,-0.009296775
0.200585,1.639177,-0.009248346
0.1945255,1.64835,-0.009893239
0.1882592,1.657162,-0.01049411
0.1814639,1.665212,-0.009927392
0.1747403,1.672105,-0.009959906
0.1674019,1.678704,-0.008280665
0.1592481,1.684564,-0.008137941
0.1506194,1.692739,-0.007787973
0.1425725,1.701521,-0.008498698
0.134058,1.710337,-0.00871408
0.1243904,1.717643,-0.008114129
0.114729,1.723171,-0.007343948
0.1041734,1.72954,-0.007957667
0.09104998,1.735852,-0.007139266
0.0798294,1.738808,-0.008110404
0.06768937,1.743866,-0.008726627
0.05639698,1.747562,-0.008366913
0.04422792,1.750063,-0.009759188
0.03214118,1.751302,-0.0103274
0.01886866,1.75431,-0.01328951
0.004995078,1.757521,-0.01265493
-0.009639023,1.757665,-0.01165566
-0.02249655,1.756851,-0.01067457
-0.03444679,1.754325,-0.009401053
-0.04574686,1.749357,-0.008604228
-0.05734698,1.745081,-0.007819742
-0.0686647,1.742323,-0.006415427
-0.07879554,1.738346,-0.004409909
-0.08841125,1.73486,-0.003262013
-0.09840558,1.731958,-0.005227327
-0.1066154,1.730905,-0.007217348
-0.1146408,1.727476,-0.007989019
-0.122753,1.723362,-0.008087605
-0.1311706,1.71777,-0.007650316
-0.1397359,1.708428,-0.006985158
-0.1460383,1.70117,-0.006474197
-0.1505262,1.694444,-0.004850537
-0.1556298,1.690419,-0.006584227
-0.1600546,1.686237,-0.007437438
-0.164524,1.682781,-0.009135932
-0.1695046,1.677914,-0.01047879
-0.1755017,1.671497,-0.01104274
-0.1822907,1.663735,-0.01126185
-0.1879835,1.65426,-0.01050043
-0.1943622,1.645593,-0.008784384
-0.1997941,1.640163,-0.008865505
-0.2047509,1.634983,-0.01014662
-0.2100626,1.628971,-0.01008585
-0.214691,1.623133,-0.01084042
-0.2181942,1.614925,-0.01134723
-0.2223039,1.606723,-0.01181
-0.2269023,1.596801,-0.01254064
-0.2303246,1.586047,-0.0128679
-0.2323031,1.574475,-0.01219603
-0.2336934,1.559134,-0.01137987
-0.2325393,1.545235,-0.009066969
-0.2310629,1.533686,-0.006996363
-0.2326176,1.522238,-0.004698962
-0.2349658,1.51039,-0.00330928
-0.2364788,1.5,-0.001977265
-0.2387573,1.490364,-0.002135247
-0.241227,1.477901,-0.002934515
-0.2411027,1.468027,-0.005213767
-0.2412798,1.459862,-0.007573962
-0.2414659,1.449811,-0.01159221
-0.2406749,1.438097,-0.01645327
-0.2384007,1.428125,-0.02176213
-0.2362559,1.417813,-0.02498806
-0.2304235,1.40944,-0.0267607
-0.2243367,1.403352,-0.02783367
-0.2199192,1.396411,-0.02902153
-0.2151071,1.388389,-0.02816328
-0.2096421,1.380042,-0.02748483
-0.2038647,1.370765,-0.02611911
-0.1983175,1.363725,-0.02391705
-0.1916509,1.355593,-0.02280664
-0.1837007,1.347268,-0.0205211
-0.1757331,1.338895,-0.01850936
-0.1679536,1.331959,-0.01646334
-0.1595334,1.324804,-0.01483098
-0.1499087,1.31673,-0.01498613
-0.1381029,1.307246,-0.01472816
-0.1238242,1.294846,-0.01322058
-0.1081447,1.283253,-0.01109889
-0.09361124,1.273659,-0.007766008
-0.07995042,1.266843,-0.00638485
-0.06475544,1.262235,-0.005947679
-0.05011802,1.259448,-0.006383628
-0.03476251,1.258935,-0.006597966
-0.02062188,1.257779,-0.007716358
-0.006891237,1.255565,-0.009135008
0.007426418,1.255164,-0.009597331
0.02168557,1.256504,-0.01036969
0.03594347,1.258037,-0.01135898
0.04996344,1.25976,-0.01343772
0.0645134,1.260269,-0.0152137
0.07981656,1.265272,-0.01611951
0.09461197,1.271036,-0.01731122
0.1100523,1.277569,-0.01807588
0.1228783,1.284158,-0.01740351
0.136171,1.291399,-0.01759902
0.147858,1.298811,-0.0182527
0.1591167,1.308596,-0.01625201
0.1691627,1.317687,-0.01380342
0.1772004,1.326868,-0.01346308
0.1849655,1.33593,-0.01217234
0.1914432,1.344562,-0.01184642
0.1965539,1.353012,-0.01209214
0.2022291,1.363225,-0.01139572
0.2080221,1.37299,-0.0104261
0.2139758,1.380502,-0.009504497
0.2200047,1.386933,-0.009296983
0.2245032,1.395543,-0.009839296
0.2278816,1.404416,-0.009648204
0.2332033,1.415446,-0.007544786
0.2375091,1.427422,-0.006985605
0.2421216,1.441493,-0.007782072
0.2449708,1.454195,-0.01010859
0.2474168,1.466195,-0.01224312
0.2493532,1.475884,-0.01311415
0.2507806,1.485526,-0.01202521
0.2495864,1.494092,-0.01059231
0.2498775,1.502985,-0.006829441
