X,Y,Z
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
0.0838706,0.1604324,0.09917182
