X,Y,Z
0.2531617,1.505149,-0.002007756
0.2517338,1.503799,0.001221124
0.2510029,1.503298,0.002728499
0.2508344,1.502428,0.005367998
0.2526377,1.503111,0.008485481
0.2531869,1.505614,0.009808462
0.2533511,1.508883,0.01038182
0.2530162,1.513792,0.01024451
0.2523843,1.519562,0.01049079
0.2523649,1.525676,0.01216772
0.2517644,1.529205,0.01484957
0.2502294,1.532189,0.01615232
0.249269,1.535244,0.01626912
0.2480407,1.540258,0.01575482
0.2462977,1.546576,0.01409408
0.244305,1.553502,0.01311475
0.2418502,1.561143,0.01266387
0.2407404,1.56842,0.01215215
0.2396256,1.57411,0.01218735
0.2378474,1.580689,0.0139761
0.2360561,1.587368,0.0156169
0.2332564,1.593098,0.01665903
0.230073,1.598229,0.01751866
0.2271678,1.603033,0.01841556
0.2259484,1.606838,0.01886753
0.2231658,1.611842,0.01902246
0.2205598,1.618564,0.0183359
0.2175648,1.625674,0.01785779
0.2153596,1.63308,0.01686552
0.2142458,1.640807,0.01633835
0.2125658,1.645354,0.01637754
0.2098137,1.651742,0.01644162
0.2071717,1.657392,0.0169604
0.2036829,1.661709,0.01729757
0.198513,1.66643,0.01724048
0.1948929,1.669778,0.01744012
0.1880852,1.674143,0.01767421
0.1813454,1.677498,0.01818374
0.1731729,1.68217,0.01836481
0.1658034,1.688207,0.01851179
0.1585062,1.694355,0.01879823
0.1511838,1.699025,0.01808045
0.1456214,1.703214,0.01775863
0.1395915,1.709303,0.01697281
0.1334632,1.714385,0.01533529
0.1269147,1.718947,0.01382941
0.1208788,1.722388,0.01303476
0.1149764,1.724752,0.01266887
0.1093527,1.726781,0.01336621
0.1044677,1.728649,0.01389302
0.0971457,1.731153,0.01394435
0.09085745,1.734192,0.01444098
0.08439888,1.736254,0.01476865
0.07803188,1.739815,0.01425952
0.0714819,1.741393,0.01318461
0.06534866,1.745297,0.01173149
0.06075342,1.746656,0.01103808
0.05543689,1.749858,0.00989284
0.04812118,1.749734,0.009298995
0.04053538,1.751731,0.009368468
0.033215,1.751432,0.008962825
0.02428175,1.750606,0.008808173
0.01817335,1.75019,0.007254303
0.009985255,1.751126,0.005756922
0.001519733,1.75192,0.005987749
-0.00788758,1.752857,0.006307691
-0.01730943,1.753078,0.004923556
-0.02711552,1.752216,0.004638989
-0.03330865,1.751617,0.004260935
-0.04284459,1.751145,0.003972616
-0.05265715,1.748821,0.003887963
-0.06187231,1.747537,0.003174193
-0.06992328,1.745441,0.002867926
-0.07922082,1.743446,0.003223982
-0.08489571,1.740838,0.002648767
-0.09278148,1.738349,0.002329867
-0.1014067,1.734924,0.002501722
-0.1096351,1.731219,0.002584621
-0.117813,1.725994,0.001478709
-0.1259075,1.720623,0.001193799
-0.1325965,1.713485,0.001308247
-0.1387271,1.707784,0.00266372
-0.1423608,1.703995,0.003575306
-0.145798,1.699808,0.004535981
-0.1512543,1.695085,0.005296178
-0.1558642,1.691267,0.005167469
-0.160006,1.688648,0.00563271
-0.1642508,1.685891,0.005511735
-0.1688437,1.683427,0.005391557
-0.1720063,1.67982,0.00569446
-0.1741682,1.676009,0.006678004
-0.1795451,1.669578,0.005933456
-0.185719,1.661864,0.004879124
-0.191285,1.654717,0.00398751
-0.1968833,1.648857,0.002992187
-0.2021061,1.645553,0.001699828
-0.2051056,1.642596,0.001003068
-0.2094123,1.63752,0.001598563
-0.2138005,1.632664,0.00206868
-0.2178299,1.624673,-0.0001827367
-0.2204318,1.617941,-0.0003426038
-0.2224296,1.612276,0.0005828142
-0.2260328,1.607147,-0.0006692819
-0.2297182,1.603518,-0.002866305
-0.2328847,1.600153,-0.004038725
-0.2356517,1.595174,-0.004751015
-0.2383663,1.587777,-0.005057342
-0.2413353,1.581481,-0.004905771
-0.242586,1.574681,-0.004937146
-0.243639,1.568738,-0.004876446
-0.2449405,1.564501,-0.004813436
-0.2452793,1.558522,-0.00417681
-0.2439392,1.553253,-0.002894919
-0.2431154,1.545267,-0.001220047
-0.2429508,1.538615,0.0001888052
-0.2429242,1.5305,0.001033287
-0.2437476,1.521405,0.0002902299
-0.2446169,1.516418,7.861108E-05
-0.2463574,1.509585,-0.0003282987
-0.2475629,1.502879,-0.000732623
-0.2480454,1.496261,-0.0006867945
-0.2483469,1.488986,-0.0005989447
-0.2475992,1.48317,0.000367377
-0.2469685,1.477098,0.001241799
-0.2464116,1.471066,0.001550738
-0.2462306,1.464411,0.002920669
-0.244156,1.4572,0.004215103
-0.2409046,1.448757,0.005824585
-0.2381671,1.440231,0.007199626
-0.2358946,1.43211,0.00804925
-0.2336535,1.425231,0.009117287
-0.2311996,1.418393,0.009850193
-0.2291085,1.4104,0.009487052
-0.2276906,1.403962,0.009480223
-0.2262002,1.396971,0.01043817
-0.2235392,1.391324,0.01120693
-0.2201215,1.385581,0.01234762
-0.2181276,1.379892,0.01304379
-0.2153794,1.37352,0.01410844
-0.2122251,1.367544,0.008915082
-0.1916761,1.334607,0.01712591
-0.1886705,1.333465,0.01879034
-0.1884285,1.333398,0.02089074
-0.1883997,1.333064,0.02180928
-0.1875408,1.331445,0.02337272
-0.185432,1.327583,0.02435541
-0.1825351,1.321956,0.02531149
-0.17817,1.314256,0.02469186
-0.1734776,1.307118,0.02491049
-0.1677449,1.302102,0.02519004
-0.1625531,1.298016,0.02447833
-0.1578405,1.294944,0.0241108
-0.1536566,1.290578,0.02411005
-0.1492709,1.28509,0.02236778
-0.1454187,1.279506,0.02137972
-0.1401077,1.275134,0.02106936
-0.1350107,1.271202,0.01998807
-0.1292115,1.268801,0.02034474
-0.1220598,1.26679,0.02042973
-0.1170596,1.265325,0.020661
-0.1106815,1.262345,0.02072187
-0.103554,1.258519,0.02103522
-0.0968068,1.254917,0.02041166
-0.0890709,1.252317,0.01977587
-0.08319597,1.249657,0.01933714
-0.07763901,1.246217,0.01970036
-0.07151689,1.243554,0.01963976
-0.06614529,1.241573,0.01909599
-0.06219064,1.240351,0.01822676
-0.05622504,1.240186,0.01786532
-0.05064622,1.23895,0.0160259
-0.04469844,1.237858,0.01532475
-0.03829728,1.238146,0.01523493
-0.03166198,1.238398,0.01414029
-0.02661385,1.23802,0.01338426
-0.01998339,1.238684,0.01326033
-0.01225157,1.239831,0.01410095
-0.005161821,1.239839,0.01374209
0.001627479,1.239371,0.01282936
0.00775972,1.239381,0.01306031
0.01359093,1.239253,0.01250764
0.01817016,1.238656,0.01184949
0.02360765,1.23766,0.01102363
0.03078176,1.238627,0.01133615
0.03882958,1.240251,0.01232123
0.04630743,1.241843,0.01331031
0.0535464,1.242935,0.01367478
0.06006463,1.243418,0.01323102
0.06621832,1.243535,0.01343649
0.07486527,1.244645,0.01370068
0.08182291,1.24697,0.01391836
0.08732329,1.249587,0.01411607
0.09178523,1.251681,0.0144917
0.09530018,1.254946,0.01429618
0.0986344,1.257128,0.01353739
0.1039407,1.260746,0.01212923
0.1106354,1.264582,0.01084835
0.1173991,1.26901,0.01016091
0.1241045,1.273696,0.01020486
0.1303758,1.277947,0.01042624
0.1361418,1.281602,0.01062991
0.1416655,1.284374,0.01059685
0.1450425,1.286899,0.01008483
0.149672,1.290457,0.008998916
0.1547608,1.295524,0.00879116
0.1599084,1.298441,0.007928785
0.1635719,1.301803,0.007641986
0.1681647,1.305766,0.006626707
0.1724358,1.310645,0.007091481
0.1752823,1.314123,0.007337857
0.1792732,1.320308,0.006843098
0.1844665,1.32785,0.007991858
0.1899085,1.334522,0.008747924
0.1956173,1.340788,0.009564068
0.2009353,1.346093,0.01041952
0.2057074,1.350443,0.01139904
0.2107797,1.354222,0.01213381
0.2146827,1.357285,0.01290789
0.2168129,1.360279,0.01402809
0.2215937,1.366118,0.01380494
0.2239598,1.369812,0.01432541
0.227017,1.375651,0.01495699
0.2309824,1.383161,0.01581252
0.2336653,1.389708,0.01698535
0.2363982,1.396497,0.01657065
0.238554,1.403267,0.01691976
0.2398623,1.409718,0.01817736
0.242184,1.41467,0.01819156
0.2442604,1.418385,0.01850801
0.2478458,1.422866,0.018356
0.2506248,1.428216,0.01816919
0.2522019,1.433233,0.01835424
0.253151,1.439943,0.01884974
0.2531931,1.445906,0.01843243
0.2544469,1.451373,0.01751298
0.256376,1.45805,0.01808994
0.2584661,1.464479,0.01871461
0.2604974,1.470843,0.01856336
0.261221,1.475031,0.01775688
0.2612005,1.480701,0.01697087
0.2612764,1.485897,0.01583271
0.2598482,1.49008,0.01416607
0.258194,1.492796,0.01180332
0.2578701,1.494492,0.00942805
0.2576608,1.495577,0.008034028
0.257284,1.495925,0.006227184
0.2575499,1.497566,0.003039535
0.2563437,1.49902,-0.000546746
