X,Y,Z
0.2502767,1.249619,-0.016021
0.2501284,1.248646,-0.01512152
0.2496097,1.247964,-0.01407006
0.2494697,1.248023,-0.01230592
0.2494814,1.248117,-0.01086272
0.2500432,1.24954,-0.01090354
0.2514468,1.251623,-0.01149862
0.2523094,1.257026,-0.01024312
0.251602,1.262763,-0.0109601
0.2508309,1.267736,-0.01082131
0.2506736,1.272596,-0.01005197
0.2504137,1.277074,-0.01054125
0.2507565,1.280711,-0.01073891
0.2508276,1.285157,-0.01042402
0.2508263,1.289943,-0.01059712
0.2504812,1.294875,-0.01171336
0.2502951,1.29907,-0.01243468
0.2503196,1.302947,-0.01296417
0.2503537,1.306792,-0.0136548
0.2496474,1.311472,-0.01368128
0.2495521,1.315457,-0.01254705
0.2453825,1.315936,-0.01754038
0.2519826,1.340557,-0.01240495
0.2522575,1.344337,-0.01345992
0.2521809,1.347818,-0.01458748
0.2519225,1.350532,-0.01570192
0.2514695,1.354387,-0.01705083
0.2517959,1.357052,-0.01853362
0.2518272,1.360289,-0.02028246
0.2520913,1.364181,-0.02020623
0.2523431,1.36872,-0.02033129
0.252227,1.374171,-0.02003649
0.2519161,1.380042,-0.01866263
0.251869,1.385429,-0.0167482
0.2512013,1.39154,-0.01506519
0.2509151,1.397456,-0.01403525
0.2496834,1.404156,-0.01383618
0.2495361,1.409705,-0.01317522
0.2493199,1.414682,-0.01238474
0.2490672,1.420521,-0.01249343
0.2484448,1.425798,-0.01344538
0.248036,1.431989,-0.01398325
0.2485709,1.436993,-0.01383826
0.2485285,1.442335,-0.0147852
0.2483196,1.446864,-0.01535174
0.2481107,1.452934,-0.0158537
0.2479267,1.458028,-0.01617822
0.2481529,1.463313,-0.01608586
0.247926,1.467981,-0.01595473
0.2466643,1.473489,-0.0158051
0.2452176,1.478551,-0.01589695
0.2438119,1.483846,-0.01606959
0.2425225,1.489707,-0.01756084
0.2416201,1.49547,-0.01854452
0.2422334,1.501174,-0.01847047
0.2432545,1.506808,-0.01852897
0.2443166,1.512379,-0.01833335
0.2455316,1.518057,-0.01746216
0.247472,1.522852,-0.0145227
0.2490956,1.528027,-0.01266
0.2503124,1.532494,-0.01050097
0.2501897,1.537413,-0.008227944
0.2494003,1.54328,-0.006761521
0.2489323,1.549655,-0.006285667
