X,Y,Z
0.2501239,1.25021,-0.01589978
0.250114,1.249997,-0.01467416
0.250128,1.250129,-0.01355806
0.2502449,1.249864,-0.01353484
0.2506363,1.250385,-0.01341853
0.2503763,1.250894,-0.01343259
0.2504963,1.25141,-0.01294151
0.2502852,1.252521,-0.0127064
0.2504066,1.254008,-0.01274043
0.2504497,1.258171,-0.01256317
0.2499135,1.262476,-0.01100147
0.2487959,1.267748,-0.009506315
0.248722,1.272995,-0.00883618
0.2488943,1.279423,-0.009001106
0.2480286,1.287496,-0.008899868
0.2482111,1.293002,-0.008758962
0.2494489,1.298587,-0.008905977
0.2507805,1.304137,-0.009195626
0.2517579,1.309637,-0.008742124
0.2522364,1.315484,-0.008938849
0.253201,1.320337,-0.008380294
0.2528343,1.326144,-0.008565843
0.2522274,1.331499,-0.007937133
0.2512434,1.337851,-0.00693202
0.2511563,1.345274,-0.005980641
0.2508599,1.352576,-0.00658378
0.2504002,1.359683,-0.008372068
0.2505711,1.364808,-0.009416461
0.2507153,1.369967,-0.01025295
0.2502661,1.374251,-0.01216775
0.2503181,1.377273,-0.0131487
0.2509946,1.379847,-0.01326308
0.2524403,1.382738,-0.01266611
0.2535881,1.386255,-0.01212582
0.2556851,1.390297,-0.01070219
0.2571249,1.394196,-0.01015171
0.2568834,1.39905,-0.01042745
0.2557428,1.404204,-0.010948
0.2545879,1.409067,-0.01049894
0.253548,1.413806,-0.01013374
0.2526457,1.419241,-0.009219527
0.2515487,1.425642,-0.008630544
0.2516826,1.432073,-0.007609099
0.2520484,1.43789,-0.007701933
0.2521247,1.443087,-0.007126004
0.252762,1.448855,-0.006865919
0.2530107,1.454408,-0.006019235
0.2527858,1.459303,-0.00502339
0.2518499,1.463171,-0.003871977
0.2505806,1.468224,-0.00384602
0.2498435,1.47271,-0.003599852
0.2491713,1.4768,-0.003892571
0.2485573,1.479403,-0.004137397
0.2483903,1.480997,-0.003448755
0.2491448,1.482735,-0.002571881
0.2499066,1.484924,-0.002150267
0.2510229,1.487799,-0.001499385
0.2514539,1.491213,-0.0009942055
0.2514331,1.495126,-0.0009946823
0.2510493,1.499046,-0.0007734299
0.2513046,1.503532,-0.0001959801
0.2514177,1.508494,-0.0005682111
0.2505576,1.51373,-0.001594678
0.2500383,1.51914,-0.002416149
0.2500257,1.524819,-0.002763867
0.2504914,1.530607,-0.002739981
0.250843,1.535006,-0.001848578
0.2512969,1.538575,-0.001397043
0.2527288,1.542294,-0.000957191
0.2529497,1.546979,-0.001769513
0.252773,1.550647,-0.002624899
0.2522645,1.554528,-0.003243148
0.2519807,1.558503,-0.004460394
0.2517359,1.562288,-0.005835831
0.2516423,1.565364,-0.007009387
0.2518191,1.568898,-0.007834762
0.2516314,1.571517,-0.009156376
0.2515619,1.574733,-0.01041532
0.2525066,1.579899,-0.01152813
0.2527932,1.5831,-0.01103842
0.2520642,1.585955,-0.01057592
0.2519881,1.589161,-0.00984183
0.2514329,1.593046,-0.008877158
0.2507266,1.596648,-0.008785605
0.2506797,1.600306,-0.008290917
0.2506261,1.604048,-0.008765697
0.2509511,1.608126,-0.01000243
0.2514071,1.612419,-0.01140124
0.2518281,1.616232,-0.01202917
0.252384,1.619791,-0.01137936
0.2525669,1.623505,-0.0104371
0.2523096,1.627351,-0.009450495
0.2516796,1.631575,-0.008799016
0.2508305,1.636238,-0.008990467
0.2499431,1.640756,-0.009531409
0.249778,1.64561,-0.01012248
0.2515132,1.650672,-0.009524673
0.2531235,1.653972,-0.008145779
0.254283,1.657565,-0.006697059
0.2544252,1.660291,-0.005362719
0.2545166,1.664298,-0.005297333
0.2550732,1.667793,-0.004996091
0.2553222,1.671137,-0.004415452
0.2549703,1.675573,-0.004210979
0.2544923,1.678377,-0.004814506
0.2538343,1.680805,-0.004165053
0.2532577,1.684047,-0.004324198
0.2524011,1.686445,-0.004268914
0.2521026,1.689298,-0.003799409
0.2516096,1.691739,-0.001585335
0.2506289,1.693908,-0.0003401935
0.2499702,1.696986,-0.0005381107
0.2506002,1.700025,-0.000903815
0.2534527,1.703135,-0.0005238056
0.2556196,1.706463,-0.0003908575
0.2570829,1.709983,0.000125438
0.2570072,1.712892,0.0007270575
0.2562189,1.715899,0.0004399121
0.2559123,1.718,0.0009270906
0.2551387,1.721497,0.001125067
0.2545789,1.724312,0.0003790259
0.2539145,1.726906,-0.0003499091
0.2529478,1.729809,-0.001082808
0.252625,1.733187,-0.002610922
0.2524765,1.736877,-0.005048722
0.2520401,1.740725,-0.006452829
0.2519465,1.743685,-0.007347971
0.2514241,1.74672,-0.00880149
0.2497971,1.749289,-0.009716377
0.2481899,1.751045,-0.009699762
0.2469673,1.75302,-0.009117842
0.2461375,1.753984,-0.009027958
0.2454279,1.753808,-0.007464558
0.2430937,1.752342,-0.006358743
0.2387346,1.752769,-0.00692445
0.2336659,1.752876,-0.00849548
0.2279076,1.753244,-0.009250909
0.2219671,1.753529,-0.009050429
0.2156882,1.753831,-0.00855276
0.2098316,1.754529,-0.008176208
0.2027707,1.754702,-0.006655395
0.1955465,1.755077,-0.004859358
0.1881175,1.75521,-0.003687829
0.1810301,1.754935,-0.002167583
0.1745727,1.754448,-0.0002885461
0.168576,1.754258,0.001290262
0.1625061,1.753967,0.002671599
0.1573188,1.753068,0.004323542
0.1529852,1.752825,0.006290078
0.1481969,1.752611,0.008645296
0.1447721,1.752039,0.00972718
0.1416686,1.752091,0.01062596
0.1382719,1.752271,0.01176289
0.1340553,1.751671,0.01254252
0.1295381,1.751408,0.01319888
0.1255434,1.751557,0.01380867
0.1207583,1.75187,0.01400965
0.1144191,1.75211,0.01517531
0.1091881,1.752278,0.01622289
0.1038184,1.752782,0.0168519
0.09753615,1.752968,0.01812214
0.09255958,1.752858,0.01929274
0.08767515,1.753492,0.02014789
0.08214724,1.754522,0.02045012
0.07697408,1.754891,0.02120498
0.07138006,1.75493,0.02222106
