X,Y,Z
0.2488621,1.254556,-0.01645454
0.2473233,1.251581,-0.01599221
0.2443957,1.251195,-0.01549353
0.2443804,1.249361,-0.01573489
0.2466264,1.247719,-0.01542559
0.2504301,1.249462,-0.0155452
0.2516488,1.255708,-0.01691465
0.2526563,1.26138,-0.01825139
0.2528173,1.268296,-0.01964336
0.2497452,1.274008,-0.02097473
0.2491,1.280983,-0.02195901
0.2491406,1.288113,-0.02232147
0.2494183,1.291959,-0.02418879
0.2489661,1.29928,-0.0257334
0.2507844,1.306633,-0.0262631
0.2510385,1.31268,-0.02783024
0.2502218,1.316661,-0.02835653
0.2486444,1.324234,-0.0295257
0.2471538,1.332769,-0.03024162
0.2459995,1.342091,-0.03100508
0.2463215,1.352216,-0.03109794
0.2472717,1.358791,-0.03004312
0.2486822,1.367315,-0.02823373
0.2523225,1.378936,-0.02746153
0.2529673,1.39249,-0.02643368
0.2511725,1.401758,-0.02702951
0.2502977,1.415558,-0.02829126
0.2491329,1.429409,-0.02919871
0.2474016,1.443002,-0.02959858
0.245651,1.453661,-0.02994773
0.2451339,1.46084,-0.02994881
0.2423152,1.471174,-0.03071263
0.240551,1.482056,-0.03092732
0.2407093,1.493136,-0.03156679
0.2406835,1.500087,-0.03210503
0.2401377,1.510898,-0.03344518
0.2391001,1.52098,-0.03516016
0.237005,1.530305,-0.03734019
0.2377356,1.540392,-0.03816269
0.236105,1.547005,-0.03943021
0.234129,1.557761,-0.04202392
0.2335029,1.56982,-0.04364248
0.2343344,1.58072,-0.04250809
0.2338826,1.586854,-0.04314189
0.2343373,1.598803,-0.04235832
0.2337187,1.608083,-0.0398796
0.2340205,1.615447,-0.03704528
0.2346874,1.624702,-0.03522816
0.2345239,1.631917,-0.03434603
0.2335846,1.641902,-0.03341846
0.2344278,1.648829,-0.03188473
0.2358348,1.655309,-0.03016979
0.2391673,1.661526,-0.02964331
0.2427782,1.669963,-0.02917789
0.2454419,1.67581,-0.02950357
0.2480742,1.681783,-0.02977361
0.2502503,1.690041,-0.02767573
0.2498838,1.695213,-0.02610369
0.2483568,1.704724,-0.02469647
0.2441372,1.711531,-0.02372865
0.240594,1.717856,-0.02170482
0.2391992,1.720916,-0.02004701
0.2377946,1.726541,-0.01869803
0.2396412,1.732609,-0.01901169
0.2426791,1.736309,-0.01863577
0.2461964,1.739086,-0.01857106
0.2494756,1.740538,-0.0179757
0.2539986,1.740516,-0.01739521
0.2559222,1.743039,-0.01695718
0.256545,1.744168,-0.01549154
0.2553487,1.746383,-0.01510424
0.2533672,1.748581,-0.01594336
0.2501402,1.752164,-0.01885599
0.2459847,1.754972,-0.02204888
0.2417432,1.756948,-0.02335796
0.2399392,1.758792,-0.02412726
0.2361802,1.759711,-0.02438116
0.229652,1.75858,-0.02469367
0.2204211,1.756177,-0.02525369
0.2102989,1.754161,-0.02661853
0.2047426,1.754179,-0.02717179
0.1952814,1.755737,-0.02816568
0.1853141,1.757291,-0.02919536
0.1757555,1.758428,-0.03071063
0.1715057,1.758732,-0.03108177
0.1646934,1.759252,-0.03028147
0.1589864,1.758694,-0.02848962
0.1516188,1.759386,-0.02864093
0.1416801,1.756303,-0.02788554
0.1344199,1.755867,-0.02684037
0.1216138,1.753519,-0.02576809
0.1111182,1.753781,-0.02584076
0.09832571,1.755252,-0.02508117
0.09053317,1.757046,-0.02429429
0.07821342,1.755493,-0.02486179
0.0659859,1.756148,-0.02545662
0.05362748,1.757557,-0.02422803
0.04091703,1.754314,-0.02235603
0.03280621,1.753663,-0.02257764
0.01834929,1.752088,-0.02352526
0.003118156,1.751167,-0.02443619
-0.01215079,1.751341,-0.02467401
-0.01987231,1.750678,-0.02538862
-0.0319388,1.752292,-0.02716199
-0.04702783,1.75596,-0.02913216
-0.06367131,1.755418,-0.03018705
-0.07412926,1.7534,-0.03150052
-0.08929777,1.754623,-0.03243527
-0.1028633,1.752275,-0.03145698
-0.1160619,1.751238,-0.0303088
-0.1290152,1.747781,-0.02776568
-0.138245,1.748137,-0.02676236
-0.1505692,1.746409,-0.0260798
-0.1631278,1.744825,-0.02485796
-0.173025,1.74646,-0.02232478
-0.1799663,1.74721,-0.02064783
-0.1888815,1.745925,-0.01865837
-0.1963738,1.744943,-0.01688207
-0.2008237,1.746487,-0.01596096
-0.207862,1.749353,-0.01605234
-0.2125886,1.748293,-0.01590766
-0.2179801,1.74606,-0.01551732
-0.2219355,1.74968,-0.01608654
-0.2264311,1.749499,-0.018647
-0.2308888,1.749225,-0.01936949
-0.2327186,1.74838,-0.01856103
-0.234248,1.748189,-0.01805933
-0.237065,1.745967,-0.01851412
-0.2391111,1.744886,-0.01777619
-0.2396096,1.744196,-0.01702545
-0.240205,1.745894,-0.01549032
-0.2427963,1.749698,-0.01654505
-0.2447297,1.750169,-0.01583814
-0.2476893,1.75041,-0.01617228
-0.2490572,1.75023,-0.01673652
-0.2504515,1.749135,-0.01651767
-0.251493,1.745532,-0.01630585
-0.2534373,1.743845,-0.0173225
-0.2545148,1.740837,-0.01821679
-0.2532243,1.731327,-0.0200296
-0.252876,1.722452,-0.02154483
-0.2528486,1.713256,-0.02188639
-0.2514494,1.702481,-0.020781
-0.250185,1.693383,-0.0204025
-0.2485031,1.681607,-0.01943802
-0.2491756,1.667304,-0.01831978
-0.247893,1.653818,-0.01776127
-0.2473062,1.646089,-0.01704417
-0.2481647,1.631332,-0.01741739
-0.249284,1.618276,-0.01821739
-0.2495504,1.605152,-0.01778857
-0.2504854,1.596289,-0.01802637
-0.251955,1.580066,-0.01726965
-0.2497567,1.563162,-0.01701916
-0.2488614,1.545152,-0.01730355
-0.2495786,1.525809,-0.01912332
-0.2492628,1.512745,-0.01899984
-0.2480586,1.493623,-0.01773486
-0.2501216,1.470304,-0.01711287
-0.2525902,1.449132,-0.01865189
-0.2535672,1.435871,-0.01849322
-0.2530104,1.417638,-0.01826638
-0.2508132,1.398807,-0.01961405
-0.2491086,1.382159,-0.02154876
-0.2472044,1.36642,-0.02545219
-0.247947,1.35493,-0.02674923
-0.2490338,1.338102,-0.02893515
-0.2495545,1.323605,-0.03047329
-0.2505879,1.3058,-0.03220454
-0.2487167,1.294638,-0.03037005
-0.2479509,1.278054,-0.02907583
-0.2478728,1.26261,-0.02887161
-0.2484818,1.250855,-0.02817156
-0.2470043,1.242598,-0.02406063
-0.247297,1.239861,-0.02320148
-0.2458783,1.240996,-0.02031467
-0.2419348,1.244577,-0.01650121
-0.2378382,1.246567,-0.01557867
-0.2331141,1.246793,-0.01466849
-0.2223656,1.246397,-0.01228982
-0.209686,1.246262,-0.01138724
-0.1969698,1.24601,-0.01144912
-0.1810154,1.247504,-0.01038082
-0.1702975,1.24842,-0.01116333
-0.1525716,1.251246,-0.01095437
-0.1330397,1.253237,-0.01129947
-0.1129744,1.252663,-0.01199944
-0.09983483,1.250957,-0.0139898
-0.07863121,1.249877,-0.01505535
-0.05570481,1.248791,-0.01504954
-0.03300178,1.246897,-0.01432467
-0.01079998,1.245361,-0.01765388
0.004474029,1.247312,-0.01864522
0.02630367,1.251051,-0.01909846
0.04741911,1.251466,-0.02217188
0.06767235,1.254324,-0.02623079
0.08126083,1.258181,-0.02694294
0.09854442,1.263634,-0.02726595
0.1184676,1.265756,-0.03022056
0.1389977,1.268094,-0.03222552
0.1556276,1.271873,-0.03202685
0.1662468,1.270812,-0.03330318
0.181841,1.267199,-0.03514986
0.1959158,1.262513,-0.03598205
0.2061932,1.258907,-0.03539119
0.2156657,1.254872,-0.03511602
0.2283072,1.250243,-0.03559287
0.2385786,1.247724,-0.0335658
0.2486367,1.245041,-0.03010694
0.2571092,1.24147,-0.02454649
0.2610269,1.239431,-0.02065576
0.2625292,1.238545,-0.01535768
0.2595004,1.237213,-0.01115108
0.2569622,1.236024,-0.007541291
0.2547305,1.235517,-0.007138122
0.2518966,1.237779,-0.007918764
0.2491245,1.240296,-0.01114587
0.2498154,1.244942,-0.01238358
