X,Y,Z
0.08930958,0.5635111,-2.011442
0.08890393,0.5637905,-2.011729
0.08854987,0.5638754,-2.011575
0.08811767,0.563852,-2.011085
0.08781784,0.5640103,-2.011
0.08796783,0.5640923,-2.010823
0.08808585,0.5644904,-2.011049
0.08817983,0.5648965,-2.011215
0.0881855,0.5653112,-2.011517
0.08821005,0.5655479,-2.011583
0.08853299,0.5656329,-2.011463
0.08887883,0.565708,-2.011243
0.089283,0.5656014,-2.010563
0.08942588,0.565483,-2.008979
0.08914828,0.5652544,-2.005087
0.08856234,0.5651298,-1.998399
0.0882187,0.5650485,-1.990056
0.08748026,0.5650379,-1.98062
0.08708324,0.5651349,-1.969557
0.08569448,0.5647933,-1.957753
0.08402504,0.564447,-1.945917
0.08250441,0.5640435,-1.934084
0.0815615,0.5636913,-1.922042
0.08068704,0.5632887,-1.910065
0.08086573,0.5633093,-1.898467
0.08139769,0.563671,-1.886422
0.08138628,0.5642231,-1.873522
0.0798176,0.564222,-1.859667
0.07753119,0.5641269,-1.844823
0.07644898,0.5642514,-1.830091
0.07822385,0.5648566,-1.816881
0.0794939,0.5650598,-1.802206
0.08092179,0.5642388,-1.786679
0.08333016,0.5638869,-1.770698
0.08600061,0.5633042,-1.753992
0.09016156,0.5634056,-1.737037
0.09496423,0.5632988,-1.720107
0.09958924,0.5639715,-1.703105
0.1029237,0.5641575,-1.684924
0.1050381,0.5637617,-1.665627
0.1068402,0.5628263,-1.64456
0.10745,0.5618189,-1.622284
0.1065447,0.5608327,-1.598787
0.1044361,0.5606095,-1.573116
0.1021133,0.5602736,-1.546056
0.09983876,0.5599039,-1.517102
0.09685837,0.5597022,-1.486881
0.09328584,0.5596316,-1.456133
0.08865295,0.5594498,-1.424521
0.0843041,0.5594087,-1.393033
0.08046582,0.5596491,-1.361242
0.07663871,0.5596989,-1.329046
0.07275125,0.5597413,-1.297311
0.06944019,0.5598446,-1.265637
0.06665063,0.5602984,-1.233768
0.06388468,0.5604046,-1.202199
0.06121241,0.5607284,-1.171138
0.05792198,0.5609668,-1.140254
0.05545072,0.561176,-1.109776
0.05336849,0.5610828,-1.079803
0.05110169,0.5611107,-1.049734
0.04888745,0.5611296,-1.020535
0.04656464,0.5611538,-0.9922993
0.04409596,0.5614747,-0.9647429
0.04154237,0.5614541,-0.9375583
0.03966646,0.561554,-0.9107772
0.03756343,0.5612667,-0.8836546
0.03531944,0.560958,-0.8555695
0.03300849,0.5608503,-0.8275645
0.03011404,0.5605894,-0.7989827
0.0272446,0.5605672,-0.7705687
0.02433459,0.5604759,-0.7429512
0.02151173,0.5604351,-0.7156444
0.01852988,0.5605526,-0.6883041
0.01557317,0.5606434,-0.6605344
0.01237433,0.5604566,-0.6325139
0.009482048,0.560249,-0.6042678
0.00622943,0.5599641,-0.5752007
0.002831429,0.5597394,-0.545826
-0.0006200076,0.5597947,-0.5159552
-0.004629747,0.559867,-0.4865144
-0.008208419,0.5600209,-0.4572255
-0.01196814,0.5600142,-0.4286022
-0.01564457,0.5602793,-0.400409
-0.01929002,0.5605535,-0.3726612
-0.02273664,0.5610894,-0.3453457
-0.02641452,0.5613128,-0.3183364
-0.02987136,0.5619528,-0.2910269
-0.03359653,0.5627078,-0.264178
-0.03746031,0.5634112,-0.2372046
-0.04118778,0.5639609,-0.2098186
-0.04495918,0.5649003,-0.1823991
-0.04853249,0.5655435,-0.1556411
-0.05167833,0.5663704,-0.1288408
-0.05471301,0.56739,-0.1024699
-0.05723746,0.568218,-0.07640302
-0.05953189,0.5691381,-0.05061936
-0.06184387,0.5701527,-0.02580771
-0.06384363,0.5711534,-0.001572609
-0.06631667,0.5720499,0.02269912
-0.06873153,0.573254,0.04546344
-0.07087193,0.5743052,0.06755924
-0.07306482,0.575299,0.08849537
-0.07507645,0.5763105,0.1079653
-0.07684445,0.5775326,0.1265462
-0.07827614,0.5783403,0.1442053
-0.07962271,0.5794023,0.1600149
-0.08083417,0.5803739,0.1737288
-0.08191044,0.581295,0.1854641
-0.08233334,0.5822944,0.1954863
-0.08258374,0.583215,0.2033558
-0.08240687,0.5841748,0.2091734
-0.08248712,0.5850946,0.2136421
-0.08242466,0.586023,0.2174184
